,ID,Number of cycles,Stress amplitude (MPa),Max. stress (MPa),Composition,Processing history,Phases,Grain size (um),Tensile YS (MPa),UTS (MPa),Uniform elongation (%),Elongation to failure (%),Tesing temperature (K),R,Frequency (Hz),Testing type,Standard followed,Sample geometry,Sample dimension (mm),Fatigue limit in stress amplitude (MPa),Fatigue limit in max stress (MPa),Corresponding fatigue cycles,Fatigue ratio,Publication date,Reference,Normalized_Stress,log_cycles,Stress_Ratio,Goodman_Adjusted_Stress,Fatigue_Ratio
31,1,91279.87609,405.19939,900.4430888888888,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3014876413690476,4.960375041867369,0.1,1227.774760167316,0.285
32,1,98456.12095,405.19939,900.4430888888888,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3014876413690476,4.993242721105677,0.1,1227.774760167316,0.285
33,1,10000000.0,382.00319,848.8959777777778,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.28422856398809526,7.0,0.1,1036.9786233115278,0.285
34,1,54588.5422,540.24348,1200.5410666666667,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.401966875,4.737101496523412,0.1,5061.289807814922,0.285
35,1,92720.39036,540.24348,1200.5410666666667,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.401966875,4.967175251372678,0.1,5061.289807814922,0.285
36,1,59731.40099,494.86327,1099.6961555555556,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.36820183779761906,4.776202701170824,0.1,2722.414116701489,0.285
37,1,96926.49574,494.86327,1099.6961555555556,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.36820183779761906,4.986442511630408,0.1,2722.414116701489,0.285
38,1,130681.2188,450.0735,1000.1633333333334,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3348761160714286,5.116213176275133,0.1,1759.262006185108,0.285
39,1,210678.18394,405.19939,900.4430888888888,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3014876413690476,5.323619566054172,0.1,1227.774760167316,0.285
40,1,151640.48561,404.27154,898.3812,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3007972767857143,5.180815166531274,0.1,1219.2953927437534,0.285
41,1,699791.98039,383.01539,851.1453111111111,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.2849816889880953,5.844968961164426,0.1,1044.4715161795943,0.285
42,1,152832.34305,382.00319,848.8959777777778,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.28422856398809526,5.184215271266876,0.1,1036.9786233115278,0.285
43,1,10000000.0,360.32528,800.7228444444445,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.26809916666666667,7.0,0.1,891.3998524837253,0.285
44,1,255557.60921,358.89133,797.5362888888889,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.26703223958333333,5.4074888165716954,0.1,882.6751671016722,0.285
45,2,10075.80788,749.73378,749.73378,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.7093034815515611,4.003279878015107,-1.0,2579.0944590654976,0.36
46,2,19296.00696,699.48033,699.48033,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.6617600094607379,4.2854674471085366,-1.0,2068.0000874077778,0.36
47,2,45200.73381,649.22687,649.22687,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.6142165279091769,4.655145485409764,-1.0,1682.8789125708208,0.36
48,2,90070.94025,625.29665,625.29665,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.5915767738883633,4.954584696364888,-1.0,1531.0016914392718,0.36
49,2,117602.66092,550.11588,550.11588,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.5204502175969725,5.070417148354056,-1.0,1147.150723838024,0.36
50,2,236348.65745,499.86242,499.86242,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.4729067360454115,5.373553139688593,-1.0,948.3377120961756,0.36
51,2,156186.38068,449.80839,449.80839,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.42555192999053926,5.193643161081625,-1.0,783.0270715203063,0.36
52,2,248028.48575,429.26828,429.26828,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.4061194701986755,5.394501561848807,-1.0,722.8192514470991,0.36
53,2,381231.66965,420.09503,420.09503,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.3974408987701041,5.581188971145038,-1.0,697.1847726514052,0.36
54,2,953254.78137,407.53167,407.53167,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.3855550331125828,5.979208992301228,-1.0,663.2517018805213,0.36
55,2,502729.45756,398.55784,398.55784,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.37706512771996215,5.701334333568913,-1.0,639.8065957380371,0.36
56,2,3116580.0,388.18807,388.18807,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.3672545600756859,6.493678279346942,-1.0,613.4980127971102,0.36
57,2,10000000.0,386.99156,386.99156,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.366122573320719,7.0,-1.0,610.5148151865071,0.36
58,2,10000000.0,374.4282,374.4282,AlCoCrFeNi2.1,Cast,L12 + B2,,746.0,1057.0,8.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,380,380,10000000.0,0.36,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.35423670766319776,7.0,-1.0,579.8226756511184,0.36
59,3,35413.68455,850.04128,850.04128,AlCoCrFeNi2.1,Cast + cold-rolled + heat-treated (973 K & 12 h),L12 + B2,,1110.0,1340.0,10.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,470,470,10000000.0,0.351,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.6343591641791045,4.549171114458946,-1.0,2324.798536497116,0.351
60,3,68302.92998,799.78782,799.78782,AlCoCrFeNi2.1,Cast + cold-rolled + heat-treated (973 K & 12 h),L12 + B2,,1110.0,1340.0,10.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,470,470,10000000.0,0.351,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.5968565820895523,4.8344393339429255,-1.0,1983.8791468937263,0.351
61,3,106787.47163,699.48033,699.48033,AlCoCrFeNi2.1,Cast + cold-rolled + heat-treated (973 K & 12 h),L12 + B2,,1110.0,1340.0,10.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,470,470,10000000.0,0.351,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.5220002462686567,5.028520303992944,-1.0,1463.3487246379177,0.351
62,3,132863.08547,649.22687,649.22687,AlCoCrFeNi2.1,Cast + cold-rolled + heat-treated (973 K & 12 h),L12 + B2,,1110.0,1340.0,10.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,470,470,10000000.0,0.351,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.48449766417910445,5.123404333812557,-1.0,1259.4062623715545,0.351
63,3,410419.26139,548.91937,548.91937,AlCoCrFeNi2.1,Cast + cold-rolled + heat-treated (973 K & 12 h),L12 + B2,,1110.0,1340.0,10.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,470,470,10000000.0,0.351,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.40964132089552235,5.6132277344602315,-1.0,929.8065556225284,0.351
64,3,10000000.0,465.76186,465.76186,AlCoCrFeNi2.1,Cast + cold-rolled + heat-treated (973 K & 12 h),L12 + B2,,1110.0,1340.0,10.0,,RT,-1.0,20,Bending,,Sub-size specimen,1×3.05×1.1,470,470,10000000.0,0.351,2018-07-17 00:00:00,"Shukla, S., Wang, T., Cotton, S. and Mishra, R.S., 2018. Hierarchical microstructure for improved fatigue properties in a eutectic high entropy alloy. Scripta Materialia, 156, pp.105-109.",0.3475834776119403,7.0,-1.0,713.9026128510019,0.351
65,4,20372.21809,799.12879,799.12879,Fe42Mn28Cr15Co10Si5,,FCC + HCP,1.97,957.0,1158.0,11.6,15.0,RT,-1.0,20,Bending,,Sub-size specimen,,535,535,,0.462,2018-09-23 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2018. Metastability-assisted fatigue behavior in a friction stir processed dual-phase high entropy alloy. Materials Research Letters, 6(11), pp.613-619.",0.6900939464594128,4.309038316766686,-1.0,2578.6162640909533,0.462
66,4,50766.99798,709.03234,709.03234,Fe42Mn28Cr15Co10Si5,,FCC + HCP,1.97,957.0,1158.0,11.6,15.0,RT,-1.0,20,Bending,,Sub-size specimen,,535,535,,0.462,2018-09-23 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2018. Metastability-assisted fatigue behavior in a friction stir processed dual-phase high entropy alloy. Materials Research Letters, 6(11), pp.613-619.",0.6122904490500863,4.705581482899038,-1.0,1828.7719202759502,0.462
67,4,173352.01306,679.18931,679.18931,Fe42Mn28Cr15Co10Si5,,FCC + HCP,1.97,957.0,1158.0,11.6,15.0,RT,-1.0,20,Bending,,Sub-size specimen,,535,535,,0.462,2018-09-23 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2018. Metastability-assisted fatigue behavior in a friction stir processed dual-phase high entropy alloy. Materials Research Letters, 6(11), pp.613-619.",0.5865192659758204,5.238928889290792,-1.0,1642.614163397229,0.462
68,4,549697.98761,640.26855,640.26855,Fe42Mn28Cr15Co10Si5,,FCC + HCP,1.97,957.0,1158.0,11.6,15.0,RT,-1.0,20,Bending,,Sub-size specimen,,535,535,,0.462,2018-09-23 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2018. Metastability-assisted fatigue behavior in a friction stir processed dual-phase high entropy alloy. Materials Research Letters, 6(11), pp.613-619.",0.5529089378238342,5.740124147059468,-1.0,1432.0763803319269,0.462
69,4,3359510.0,580.58249,580.58249,Fe42Mn28Cr15Co10Si5,,FCC + HCP,1.97,957.0,1158.0,11.6,15.0,RT,-1.0,20,Bending,,Sub-size specimen,,535,535,,0.462,2018-09-23 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2018. Metastability-assisted fatigue behavior in a friction stir processed dual-phase high entropy alloy. Materials Research Letters, 6(11), pp.613-619.",0.5013665716753023,6.526275938159302,-1.0,1164.3473081029358,0.462
70,4,10000000.0,535.76121,535.76121,Fe42Mn28Cr15Co10Si5,,FCC + HCP,1.97,957.0,1158.0,11.6,15.0,RT,-1.0,20,Bending,,Sub-size specimen,,535,535,,0.462,2018-09-23 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2018. Metastability-assisted fatigue behavior in a friction stir processed dual-phase high entropy alloy. Materials Research Letters, 6(11), pp.613-619.",0.4626608031088083,7.0,-1.0,997.0633318761758,0.462
71,5,77908.74211,836.1564457,,Fe38.5Mn20Co20Cr15Si5Cu1.5,,FCC + HCP,0.77,850.0,1126.0,,42.0,RT,-1.0,20,Bending,,Sub-size specimen,,700,700,,0.622,2019-04-02 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2019. Extremely high fatigue resistance in an ultrafine grained high entropy alloy. Applied Materials Today, 15, pp.525-530.",0.7425900938721136,4.891586192423719,-1.0,,0.622
72,5,92266.18519,806.2927197,,Fe38.5Mn20Co20Cr15Si5Cu1.5,,FCC + HCP,0.77,850.0,1126.0,,42.0,RT,-1.0,20,Bending,,Sub-size specimen,,700,700,,0.622,2019-04-02 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2019. Extremely high fatigue resistance in an ultrafine grained high entropy alloy. Applied Materials Today, 15, pp.525-530.",0.7160681347246892,4.965042564773095,-1.0,,0.622
73,5,101972.8017,764.4539033,,Fe38.5Mn20Co20Cr15Si5Cu1.5,,FCC + HCP,0.77,850.0,1126.0,,42.0,RT,-1.0,20,Bending,,Sub-size specimen,,700,700,,0.622,2019-04-02 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2019. Extremely high fatigue resistance in an ultrafine grained high entropy alloy. Applied Materials Today, 15, pp.525-530.",0.6789111041740675,5.008484351695921,-1.0,,0.622
74,5,154683.5505,745.1088666,,Fe38.5Mn20Co20Cr15Si5Cu1.5,,FCC + HCP,0.77,850.0,1126.0,,42.0,RT,-1.0,20,Bending,,Sub-size specimen,,700,700,,0.622,2019-04-02 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2019. Extremely high fatigue resistance in an ultrafine grained high entropy alloy. Applied Materials Today, 15, pp.525-530.",0.6617307873889876,5.189444132012751,-1.0,,0.622
75,5,595044.9928,772.3107465,,Fe38.5Mn20Co20Cr15Si5Cu1.5,,FCC + HCP,0.77,850.0,1126.0,,42.0,RT,-1.0,20,Bending,,Sub-size specimen,,700,700,,0.622,2019-04-02 00:00:00,"Liu, K., Nene, S.S., Frank, M., Sinha, S. and Mishra, R.S., 2019. Extremely high fatigue resistance in an ultrafine grained high entropy alloy. Applied Materials Today, 15, pp.525-530.",0.6858887624333926,5.774549805032765,-1.0,,0.622
